id,title,overview,genres,vote_average,vote_count,popularity,poster_path
139656,Mere Yaar Ki Shaadi Hai,"Sanjay and Anjali are childhood chums . When Sanjay's roommate Ria questions him whether he has fallen for Anjali he vehemently denies . But the truth that he indeed loves her hits him like a ton of bricks when Sanjana calls him to tell that she is getting married to Rohit. Sanjay wants to win Anjali's heart at any cost and sets off on his ""noble"" cause of stopping the marriage.","35,10749",5.8,14,2.5663,/26fFnoLCuA5vzEGQsmLbNYBiI8J.jpg
17101,Bleach the Movie: The DiamondDust Rebellion,"When an artifact known as the ""King's Seal"" is stolen during transport from Soul Society, Hitsugaya Toushirou is assigned to retrieve it. Toushirou goes missing after a battle with the thieves, leading Seireitei to suspect him of treachery. They order his immediate capture and execution. Unwilling to believe him capable of such a crime, Ichigo, Rangiku, Rukia, and Renji set out to find Toushirou.","28,16,53",6.761,174,1.7097,/1PV8OKvHSYvgmdVnU2wcuzQGthP.jpg
293852,Ouija Nazi,"Six sorority girls escape to the countryside for a weekend getaway with their new pledge, Dawn. But, unbeknownst to them, an evil force from World War II is waiting for them - Dawn's great-grandfather, a notorious Nazi murderer. When they conduct a séance that awakens the spirit of the evil killer, their fun weekend getaway becomes a never-ending nightmare as they are are hunted down by the vengeful spirit.",27,3.5,2,1.3333,/deFF5aJ9JV0Qi4xxTGawyRqwizp.jpg
1134978,Fast & Furious Presents: Hobbs & Reyes,A spin-off of the Fast & Furious franchise focusing on former DSS agent Luke Hobbs and his feud with Dante Reyes.,28,0.0,0,2.2898,
83091,Saint Seiya: The Heated Battle of the Gods,"In Siberia, Hyōga saves a man that is being attacked. Injured, the man manages only to say something about Asgard. Some days later, Saori, Seiya, Shiryū and Shun are wondering about Hyōga and decide to go to Asgard to investigate. At Valhalla, the Lord of Asgard, Dolbar, says he has not heard of any Hyōga and neither has his right hand, Loki. However, at all times Seiya and the others can feel an evil cosmo emanating from Loki and the other Odin Saints called God Warriors. Shiryū, in particular, notices a familiar cosmo coming from Midgard, a mysterious, masked God Warrior. Dolbar makes it clear that he is trying to take control of both Asgard and the Sanctuary, imprisoning Athena in a strange dimension within the giant statue of Odin. Midgard reveals himself as Hyōga and tries to kill Shiryū to prove himself to Dolbar. Thus, it is the task of the Bronze Saints to defeat Dolbar, Loki and the rest of the God Warriors, to save Athena and Hyōga.","28,16,14",7.556,188,2.3849,/zwL4R8y2b18nLe8q0OgSr5vbnnc.jpg
20558,Scooby-Doo! in Where's My Mummy?,Scooby-Doo and the Mystery Inc. gang become involved in a supernatural mystery in Egypt.,"9648,16,10751,12,35,14",7.4,404,2.3105,/w9CpKZmgDfQvHe8WzFsvxxKCNyc.jpg
453133,My Brother's Wife 3: The Woman Downstairs,"My sister and I moved into a new house. We didn't do much but the woman downstairs came up to ask us to keep it down.  She said she was sensitive so we decided to keep it down.  Her gangster husband would beat her when he came home drunk.  Every time I heard her suffer from the beatings, I couldn't stand it and would stomp the floor to create a distraction.  She would come up telling us to be quiet.  I told her I did it intentionally. I also decided to do something about the woman who showed interest in me by memorizing my number.",18,4.75,4,2.3481,/dv6CvHgGTFH6bOwI0hPBMRbk417.jpg
611914,The Courier,"Ezekiel Mannings, a vicious crime boss, is out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.","28,53,12,80",5.959,543,2.6368,/jE6QFRd48IzAxAubOE9HKB8sTjP.jpg
22971,Dear John,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.","18,10749,10752",6.848,4179,2.7322,/2lAPv2jQ5eh54l4EttA9wjDljED.jpg
857553,Johnny & Clyde,"Johnny and Clyde are two serial killers who are madly in love and on an endless crime spree. Alana (Megan Fox) is the confident and cunning owner of a prosperous casino that generates tens of millions of dollars each year. Johnny and Clyde decide to assemble a ragtag group of criminals and misfits to steal from Alana's casino and pull off the heist of the century. Unfortunately for Johnny and Clyde's crew, Alana has a deadly weapon at her disposal – the monstrous slasher spirit known as Bakwas.","28,53,80",5.083,42,2.4639,/cdfdR90WYCTQmYoQ0aDRZP8I2IL.jpg
520318,Fatima,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",18,7.258,186,2.0265,/lfA46pZbk4kxIaQvHyBPq0KH84Q.jpg
25239,Day of the Woman,"A young, beautiful career woman rents a backwoods cabin to write her first novel. Attacked by a group of local lowlifes and left for dead, she devises a horrific plan to inflict revenge.","27,53",6.0,647,2.4973,/nMCkOo26GtISoxJmpkTAJyMqBO8.jpg
336692,La Ricetta,"After a boy is confronted with death for the first time, he turns to his imagination for protection and understanding.",,0.0,0,1.2338,/gUjRGEW9bj2eLkU7oyWCF4CnNbT.jpg
857702,LEGO Star Wars Terrifying Tales,"Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.","16,10751,878,35,10770",6.864,254,2.0721,/fYiaBZDjyXjvlY6EDZMAxIhBO1I.jpg
7092,Van Helsing: The London Assignment,"It tells of the events before the film, in which monster hunter Gabriel Van Helsing travels to London to investigate a series of horrific, and decidedly supernatural murders, being committed by the mad scientist Dr. Jekyll, in the form of his evil alter-ego, Mr. Hyde.","28,16,14,27",6.134,161,2.1793,/2MFdzeCL2YTqbbBgiZT8e51MUGO.jpg
64254,Fakin' Da Funk,"Chinese kid Julian, who was adopted by the black family of Joe and Annabelle Lee and Asian exchange student May-Ling, who is housed with a black family, are trying to adapt to their mostly black neighbourhood of South Central.",35,5.7,11,1.913,/yR2XzSGH4I2bTshziMqdDx5ak7x.jpg
606645,Crownsville Hospital: From Lunacy to Legacy,"Crownsville Hospital: From Lunacy to Legacy is a feature-length documentary film highlighting the history of the Crownsville State Mental Hospital in Crownsville, MD.","99,36",7.2,4,0.9505,/2KKFf0gKxWQTGJhGl8GuTwr1rLU.jpg
330947,Song to Song,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.","10749,18,10402",5.5,875,2.4037,/itmaNi14GyWguTOywZ0mMzyScW9.jpg
845,Strangers on a Train,"Having met on a train, a smooth-talking psychotic socialite shares his theory on how two complete strangers can get away with murder to an amateur tennis player — a theory he plans to test out.","80,53",7.7,1739,2.2077,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg
1363613,Cinta Tak Pernah Tepat Waktu,"Writer Daku is faced with the choice of immediate marriage, but always loses in romance. Unfortunately, his girlfriend Nadya accepts a proposal from another man. By force, Daku has to meet other girls, including his mother's choice, which he then insisted on rejecting.","18,10749",9.0,3,2.2575,/3mkwshiag071SZ6qN1HMuIvJErL.jpg
643,Battleship Potemkin,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.","18,36,10752",7.6,1194,2.6401,/hZmsRLsCnE9Zshf1YJONUpCOhds.jpg
292047,Tokyo Noir,"Three tales that center around sex and citizens of Tokyo: A repressed woman embraces her sexuality, (""Birthday""),  an unexpected reunion disrupts a sex worker's routine (""Night Lovers""), and a sex blogger discovers connection in the depths of loneliness (""Girl's Life"").",18,7.0,1,2.1695,/oHj7aBC69PbraXgjCM6EysL8zbj.jpg
7341,The Rage: Carrie 2,"Following the suicide of her only friend, outcast teen Rachel Lang's life begins a downward spiral that will not only affect her but take everyone around her down in horrifying fashion.","27,53,878",5.58,413,1.7987,/jJmIf22gwwQPAFJfZ6Tr1MwSpRg.jpg
426426,Roma,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",18,7.64,3944,2.6122,/dtIIyQyALk57ko5bjac7hi01YQ.jpg
322172,Buffalo Boys,"After discovering the man who raised him is not his biological father, 15-year-old Ian's world is forever changed. His mother refuses to identify his real father, fueling Ian's desire to escape suburbia. His girlfriend urges him to stay and work things out, while his best friend continues to lead him down a violent path. The duo sell drugs to make money – until their dealer offers an easier, deadlier way to get rich quick.","80,18",0.0,0,1.2067,
760,The Mad Adventures of Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",35,7.398,994,2.2404,/oYuCFxS2BGCHNGuv9No0GoP2DZf.jpg
32528,Spartacus,"Sentenced to spend out the rest of his adult life laboring in the harsh deserts of Egypt, the Thracian slave Spartacus gets a new lease on life when he is purchased by the obese owner of a Roman gladiator school. Moved by the defiance of an Ethiopian warrior, Draba, Spartacus leads a slave uprising which threatens Rome's status quo. As Spartacus gains sympathy within the Roman Senate, he also makes a powerful enemy in form of Marcus Lucinius Crassus, who makes it a matter of personal honor to crush the rebellion.","28,18",6.674,72,2.7458,/4qDIb9K9qLxCVT8cKGt5YrF54Xb.jpg
451767,OL renzoku rape: Kyonyû musaboru,"Following cosmetic surgery to enhance her breasts, an office worker is raped. The rapist's son, after setting his distinctly Oedipal gaze on his father's busty victim, locates her and they begin an ill-fated sadomasochistic affair that leads to a bloody killing spree.","80,53",4.1,8,2.7765,/6YBko8Ty3THFoJZI1Y7At8QSDgJ.jpg
336004,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.","28,80,53",6.1,936,2.2361,/eKdz5i9gbzJthAxUZBBj5SVbzKR.jpg
344268,The New Adventures of Aladdin,"A pair of losers working at department store plan to rob the place after it closes. When a bunch of kids show up begging for a story, the men launch into an improvised version of Aladdin.","35,14,12",4.725,875,2.1431,/el4obM1DT1o4k7xGowuhtrUmW13.jpg
300901,Bodies,"A young writer for a newspaper's website becomes curious, then intrigued and finally obsessed with the strange behavior of the woman in the adjacent apartment.","18,9648,53",0.0,0,2.3393,
460321,Close,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.","28,12,53",6.0,678,2.1242,/iYAwwdE5KvDaU4Uyll5h4XscXkc.jpg
337785,The Checkered Flag,The alcoholic wife of a rich car racing champion persuades a young driver to kill her husband.,"28,18",4.0,1,2.2815,/cHkwZiFGLjIWKpBtGjaTNSAWVQ1.jpg
